Geneid	pOka_M2_1
84301	106
6248	120
23207	2334
284723	26
388595	0
54751	104
440567	139
23013	1384
7709	305
149563	0
27129	1
1187	0
1188	4
348487	27
1969	3136
128272	12
79363	28
54455	505
26099	2901
374955	0
55707	1194
100133301	0
55672	534
729574	0
729587	0
11223	19
9696	420
4237	0
23400	1402
6390	1519
11240	417
29943	503
51702	900
23569	0
353238	0
55920	1528
55160	595
81569	5
84966	0
127707	45
5081	0
80834	0
8659	242
126917	143
23352	4260
23065	2102
51154	839
22977	6
8574	1271
54896	385
832	2592
440574	669
100532736	4
4681	13
3362	1
255104	253
54546	0
23252	227
30814	0
5320	0
5322	0
26279	0
64600	0
391013	0
127733	0
127731	0
55450	264
79594	667
163933	9
978	15
65018	1953
1650	7836
57576	17
400745	195
50809	3196
8672	2440
1889	2777
84224	136
249	0
5909	7
84196	1184
401944	7
3339	7892
23436	0
10136	0
998	3554
54361	5
9923	476
2046	1
712	0
714	0
713	0
2048	439
646262	0
729059	0
23028	2040
7798	1542
3352	57
10236	3078
80818	363
6920	5
55616	308
1870	76
3399	875
6135	20205
6924	998
57095	681
11313	1351
2582	1226
3155	807
2517	926
1269	0
55629	296
10772	584
127294	1
58985	4
163702	65
57822	0
90529	330
57185	1449
11123	141
400746	0
10250	1559
25932	5165
864	0
25949	1113
57035	393
6007	11
23585	1560
6006	3
55219	377
26119	622
57134	16
57190	3626
56181	690
79000	48
164091	100
3925	4504
5051	283
2134	2
7780	0
84676	1
149420	130
79927	0
51042	280
10256	1
378807	0
64793	290
83442	3163
91544	493
1043	0
55057	18
257101	0
79727	0
79947	458
3151	4797
6195	611
8289	1326
55650	351
84243	376
2810	21
54707	344
63906	217
8431	1
10726	2609
126695	0
388610	113
115572	3
6548	728
23038	969
84065	553
84958	0
9064	229
8547	0
388611	0
2827	59
10163	4002
27245	1579
2268	0
2537	549
199870	107
23673	673
5511	818
9473	39
6118	851
27293	44
55113	239
2140	490
5724	11
22826	2530
93974	1658
83667	480
54797	291
65979	664
1104	1522
54952	256
115273	16
6883	389
10691	120
51441	1486
4985	0
2035	676
399474	1
6429	1010
51102	351
10076	53
4146	10
7805	2
9672	1825
9698	2301
79570	3
9410	805
51538	608
2170	19
347735	1584
64129	1
3061	0
553115	963
1307	29
576	219
90853	705
8073	2963
10657	2684
55116	163
23633	1237
200081	1269
79140	141
55721	112
149069	28
56063	110
8668	3611
84734	6
3932	0
3065	1121
65108	915
100128071	21
81629	94
55108	1342
728116	4
653121	186
339487	288
5928	2434
81493	171
57648	1969
8565	1521
64766	325
252995	2
3208	1
113452	615
127544	273
204	3298
113451	67
55223	122
149076	271
127550	0
1912	1916
7579	128
114784	0
127540	0
84970	0
2709	3
127534	1
2707	0
2701	0
113444	606
58512	0
100506144	319
9204	329
79830	312
6421	3250
9202	1449
79932	2197
23154	775
339488	5
5690	2341
127703	401
63967	329
192670	385
26523	537
192669	140
27285	5
54936	623
1296	71
27095	1093
55700	1937
9967	2877
79729	222
55194	261
83931	412
84967	327
127700	122
64960	1017
1441	0
2899	0
80149	279
64769	872
79753	331
7802	192
29889	945
284654	0
54955	309
55143	634
284656	2
149175	642
79693	251
127687	492
4520	405
3633	361
10946	2071
2275	370
51118	580
5453	0
64121	660
26292	469
81025	13
54933	58
79647	1194
4725	2092
23499	11889
643314	342
353500	44
8761	2961
26508	18
84618	0
51440	0
10450	619
656	92
64064	4
54802	374
4610	13
84879	20
10487	6783
5538	2839
6018	684
127391	1
10269	1272
1298	156
64744	369
65243	35
339559	64
64789	118
127396	51
9783	83
4802	712
9132	140
163732	57
1503	615
200172	3
22955	447
100132074	43
1907	103
59269	21
2981	0
2980	0
22887	806
284716	310
84217	14
79717	660
728621	42
10465	391
4904	15424
149461	0
64175	1077
79078	156
100129924	7
374969	104
114625	213
51058	154
6513	23506
440585	0
10969	1003
149465	14
128218	8
149466	0
7075	4
4352	3
991	1212
64834	1953
112950	524
23334	654
81888	0
5792	7636
9682	831
6487	216
9048	9
9670	652
1802	397
533	1218
8704	851
149473	138
6536	20
128209	0
55929	494
79033	951
55182	846
79639	98
339541	30
11004	946
6202	21540
6210	14094
266675	2
1263	393
343521	22
149478	107
8643	11
8891	304
79654	956
7389	1479
57643	0
84842	5
4595	115
114034	195
10420	46
25974	154
5052	7243
10327	1211
4678	1573
149483	15
60313	1232
51249	731
3652	162
23139	963
8503	312
10103	61
55624	1935
541468	30
8438	244
10489	1209
7388	1968
387338	423
2166	14
127343	0
148930	0
8569	343
148932	131
64756	920
374973	1
9813	1983
1580	0
1579	0
260293	0
199974	0
284541	0
10158	49
6886	0
6491	393
51727	2700
2301	1
2306	13
388630	6
200010	7
54558	165
84871	7
79656	71
1996	0
63950	0
11124	809
1031	465
284546	0
26994	1573
22996	37
2060	1008
114883	2512
4898	2366
5865	287
51060	1398
112970	173
91408	1264
9372	454
200014	674
4998	137
84950	672
23318	737
2882	0
348378	0
65260	333
79699	853
440590	14
55268	401
6342	2955
127435	0
6512	43
1376	656
54987	592
4116	306
7804	794
63948	0
148979	25
55706	1195
54432	420
1733	2
51668	425
115353	703
388633	0
9528	3528
127428	234
200008	0
606495	182
51253	1971
23648	586
26027	34
338094	4
374977	0
7268	422
25973	144
55001	0
163747	0
1718	8928
199964	0
7809	0
255738	7
23358	1307
8613	291
5563	634
199920	4
731	0
732	0
1600	32
115209	269
4070	0
114803	913
3725	2952
55277	192
51361	385
1573	59
127795	0
4774	431
83941	473
10207	284
54596	0
163782	0
7398	1020
85440	1351
27329	1
84938	207
27022	0
29929	202
23421	366
84455	225
5236	1809
4919	569
148581	2
57685	207
55225	525
3716	4285
205	1914
9829	229
54741	2107
3953	223
5142	16
84251	23
200132	0
10022	0
79819	87
57708	1260
23169	221
400757	0
149233	0
3595	1
26135	7562
1647	1302
55970	8054
9077	0
79971	1117
6121	3
55635	1035
57554	103
55631	438
9295	3335
81573	637
11147	152
1491	86
5733	9
9406	2056
257194	226
127255	30
100526835	0
8790	180
51086	1
127254	3
1429	600
127253	541
431707	0
204962	794
34	792
5876	1051
4438	5
127247	0
256435	190
81849	38
10026	976
26289	141
26009	944
23032	1246
374986	381
91624	563
8880	1910
11080	786
54810	0
5737	3
10964	93
10561	103
64123	0
23266	892
79739	281
5567	679
148418	12
58511	0
80135	593
2787	1365
100505741	11
1486	587
117178	698
23566	1
255231	96
55283	299
126820	71
84144	82
148423	276
8915	420
23576	2676
3491	4006
54680	388
255631	6
57489	222
9635	1
1179	0
22802	0
51100	1495
9403	3035
9653	1083
101927844	0
8543	979
5586	1404
2959	523
56267	442
494115	260
2635	350
2633	271
2634	94
388646	0
115361	17
115362	1
163351	0
23507	223
84230	195
55144	788
284695	1183
343472	0
84146	913
164045	12
8317	284
7049	778
676	0
253152	176
646817	3
284697	10
23285	82
388649	0
11146	130
79871	274
2672	1
7813	360
6125	21717
388650	600
22823	431
50999	2020
343099	287
1810	824
54874	1104
8412	1007
30836	976
2730	443
24	2
9411	3053
5825	862
2152	3983
126969	78
1266	15103
199857	174
148534	557
100527978	14
25950	82
6129	1086
58155	260
1806	443
51375	705
163404	0
9890	141
54873	1315
391059	59
178	571
23443	466
64645	1221
163786	231
54482	273
127495	10
1629	372
8634	432
8556	104
54112	0
7412	0
2135	513
148867	517
51611	669
1901	34
118427	0
1301	12151
101928436	0
55599	282
280	53
279	0
276	0
278	0
277	0
55170	580
22854	216
10451	0
29957	1289
148545	0
653149	0
284611	354
113802	0
55119	965
163479	1
6814	677
254268	1
29899	454
23155	608
22911	541
6884	141
56900	585
127003	0
57535	64
6301	2643
1952	1012
84722	474
343263	4
6272	4600
5686	1361
284612	2
127002	75
284613	272
57463	143
83873	0
2773	1758
2780	6
271	1012
2948	431
2946	306
2944	432
2949	0
2947	29
79574	0
1435	1667
10768	3767
85369	522
257	18
164153	0
388662	33
3749	31
64783	115
9122	106
10542	1313
84432	0
3744	0
3737	0
3738	0
963	0
55791	397
128338	709
10390	398
79961	153
1117	0
27159	0
128344	2
5016	21
79084	579
515	3005
128346	9
57413	0
140	1
5906	1003
55924	125
11218	504
3752	100
643355	17
55917	1002
7482	231
54879	493
829	3937
4343	919
389	3716
333926	15
284467	4
6566	2756
9860	170
260425	412
10745	463
54665	293
26191	0
440603	1
10717	164
64858	254
204851	1028
56944	2
148281	0
51592	928
10286	587
163259	2
270	1
4893	1358
7812	12745
80143	565
6847	0
7252	0
10100	148
4803	291
81839	689
845	0
4808	0
55356	1
126868	0
476	9935
965	419
3321	197
388667	0
914	0
5738	249
9398	0
8458	632
80263	114
79679	0
10905	812
54855	5
54834	275
10885	1100
200162	14
6913	0
10352	282
51179	0
3284	0
3283	0
90874	87
26227	2300
3158	0
83998	0
343505	0
11085	0
4853	5585
653820	92
2210	1
647135	555
644591	0
728833	0
554282	0
100288142	25
653598	0
653505	0
400818	462
9659	655
9554	1714
388677	656
100132406	14
25832	2
148738	0
10628	2166
84265	281
284615	73
128077	478
9939	1422
8799	424
8515	19
148741	1
10401	459
200035	46
10623	490
27246	336
11126	1
5174	10
653519	70
200030	114
149013	39
5565	514
2330	13
9557	638
607	436
51205	314
2702	0
2703	0
51463	26
728841	201
284565	373
728945	0
645142	0
730262	0
440689	1
2209	1
653604	2
8370	0
554313	0
8337	0
723790	0
126961	0
333932	0
8349	74
8338	10
317772	0
51027	130
9900	647
10262	1171
10903	247
56957	620
11311	656
51177	808
81611	1592
23632	12
51107	2480
79630	2
148523	122
54460	1322
9129	723
23248	908
80222	685
1893	2862
54507	717
4170	3787
2029	2623
55204	490
84072	0
1520	8
1513	1682
405	715
9869	641
29956	3042
8416	139
55793	278
58497	390
149428	4
54964	93
56882	1386
10962	773
126626	64
10500	98
100534012	0
79626	0
388695	129
79005	6
29765	13
6944	767
8394	1565
5710	1829
57592	673
5298	1310
5993	979
8991	8
5692	3015
23126	1034
57530	153
7286	1179
81609	384
11189	2
284485	1
65005	807
51686	45
11022	323
339398	0
6097	67
100191040	7
284486	4
117145	229
6281	6219
6282	1646
100131107	0
126637	0
7062	4
126638	0
388697	75
2312	462
388698	13
49860	1
254910	0
54544	0
353145	0
84648	0
353144	0
353143	0
353142	0
353141	0
353140	0
26239	0
353139	0
199834	0
100129271	0
448834	0
353137	0
353135	0
353134	0
353133	0
353132	0
353131	0
448835	0
4184	0
3713	119
163778	0
6698	0
6707	0
6699	0
6703	0
6700	0
6701	0
6704	0
6705	0
6706	0
149018	0
574414	0
4014	0
114771	0
57115	0
6280	0
6283	0
6279	0
338324	0
645922	0
6278	0
6277	26367
6276	3
6275	194
6274	643
6273	738
140576	1037
57402	0
6284	562
6271	8
26097	801
23557	584
3608	3606
4881	20
65123	1631
11000	133
57459	595
9909	696
200186	601
27173	3333
148327	175
10899	1562
5872	2275
91181	7
7170	5839
388701	2
25912	3786
9898	3204
10456	1107
89872	0
57198	1096
3570	37
126669	0
126668	0
55585	1419
1141	2
103	3341
3782	3
10654	375
57326	2327
90780	614
6464	5627
1163	745
80308	375
55891	0
51043	834
127579	1
149095	4
8751	5385
1945	153
1944	113
1942	159
55974	634
54344	285
200185	881
80128	158
4582	82
7059	447
4580	498
2629	3366
10712	1064
10067	1340
1196	604
57657	132
5313	1
2224	4006
284618	7
23623	555
55870	1779
55154	389
55249	973
7818	1540
54856	779
23208	1849
6016	466
22889	694
339403	3
9181	1278
6746	4323
56893	1239
28956	548
57111	0
92312	357
4000	7617
64218	191
9673	752
100527963	3
11243	387
632	1
79957	109
23381	1714
84283	112
112770	2107
391104	1
7203	5484
128229	26
57127	0
10485	0
4209	739
128239	1356
164118	1
128240	1406
54865	659
60484	0
63827	56
10763	9
1382	34
81875	600
51093	259
79590	1015
3068	5970
5546	1082
9047	17
4914	2
3645	0
375033	217
149499	0
9826	812
440695	0
2117	123
83416	0
83417	0
115352	0
79368	0
115350	0
922	2
55243	2469
912	0
909	0
911	0
910	0
913	0
128360	0
391107	0
391109	0
343406	0
391112	0
128366	0
128367	0
128368	0
6708	1
81448	0
391114	0
128371	0
128372	0
81442	0
4332	0
149628	0
107181291	3
3428	292
9447	0
57863	0
2532	0
2205	0
441911	1
26476	0
127385	0
325	0
1401	0
54935	915
343413	0
56833	2
284677	29
391123	13
25790	19
8407	16747
57549	1
89886	0
93183	247
3766	1
3765	0
93185	429
477	13
480	1
844	0
8682	7284
50717	1852
5824	1437
1314	4721
23385	4482
4807	5
57216	2
114836	0
8832	0
6504	0
962	0
57823	497
4063	0
51744	0
55600	2
142683	2
50848	1084
100131187	216
7391	521
257106	16
81607	2
126823	74
5202	528
4817	378
9191	479
51506	977
27005	291
5498	248
8703	594
9507	1
4720	1817
2207	6
336	0
84134	245
9970	1
654790	0
4359	30
6391	1626
257177	108
2212	17
3310	9
2214	0
2213	0
9103	0
2215	0
84824	4
127943	10
11266	282
22926	1614
25903	11
9722	114
284680	2
400793	284
117157	0
127933	2436
6675	1332
4921	1051
51478	549
339512	13
5999	17
8490	87
83540	532
5087	347
4009	0
6258	1
440699	0
4259	1794
223	1395
54499	1816
7371	895
149297	1
57645	896
117143	228
387597	0
84944	0
10223	0
92235	0
5451	317
919	2
8804	1375
92241	0
9019	1463
55811	3
25874	739
55827	1559
23432	341
261726	773
375035	38
9095	22
6846	0
6375	0
1805	0
481	2577
29922	440
8548	399
57821	134
10560	786
2153	0
6403	0
6402	0
6401	0
92342	101
55732	278
57147	223
22920	787
149281	0
92344	242
5396	207
80133	0
2328	0
2327	0
2326	0
2329	40
23215	3702
4653	1
8674	237
51603	674
26052	40
92346	1
5279	464
51430	1441
356	0
8995	10
7292	12
9588	4779
284525	1
339416	25
730159	0
27252	471
91687	150
55157	605
84614	26
462	5
149041	336
9910	301
9293	1
27101	1692
63931	523
63923	1
9674	0
7143	0
64326	538
60676	109
460	71
57795	6
89866	22
9462	779
84066	1
55103	946
9068	2
9917	1003
64222	314
27	6346
6646	1433
126859	3
7827	0
163589	1
148753	0
163590	648
26092	1022
9857	1021
5768	9308
89884	38
84320	534
9213	1055
57710	12
10228	837
3140	594
51278	1091
777	1
127665	1
2752	1359
127670	1
353299	0
6041	79
6004	0
85397	0
80896	0
1660	4058
81626	0
3915	6769
3918	60
23057	96
9887	1223
4688	2
10092	3065
23179	1411
403314	0
23127	100
116461	569
81563	353
80267	676
116496	7
6045	336
81627	381
54823	109
10625	2964
83872	1646
10216	1
7175	3437
54953	505
10896	3
5132	1
5743	0
5321	159
339479	0
64407	0
431704	0
5996	0
6003	0
5997	23
51377	545
6738	338
51022	116
79577	819
8707	0
343450	247
3075	191
10878	0
3078	2
10877	0
3080	0
81494	0
2165	0
259266	1836
360023	451
23418	2
163486	567
388722	30
56956	0
140609	924
127124	0
5788	0
2494	0
23528	590
9928	509
83479	181
23271	1338
2848	0
55765	0
23046	104
779	0
647219	0
252839	1683
91156	8
5317	0
7139	3
3898	0
7135	1
23612	2001
1465	334
89796	1848
55705	2618
149345	602
25802	150
10440	989
6051	2065
1999	579
9283	11
127829	963
5778	1
59352	1
29089	515
4660	278
127833	3
10765	1524
5877	181
59349	672
51094	1873
51706	622
92703	783
8497	342
4656	0
134	458
4608	5
1116	50
1118	1
7832	760
2331	0
5549	4
26254	4
493	5537
54900	0
9877	2129
100381270	307
6635	1126
9580	325
55224	81
5972	0
3814	1
127845	7
22874	475
84919	697
5287	127
4194	271
10446	1
23114	1803
6900	1
388730	24
5929	462
25778	654
9911	179
81788	154
55220	0
93273	2
5129	2642
148808	36
2005	616
85414	127
64710	5023
8934	883
254428	804
148811	0
115019	0
729533	69
553	0
440712	0
1510	0
653464	39
23380	682
9641	170
83593	104
1939	1283
8444	301
9261	1216
3586	0
29949	1
50604	0
11009	0
9214	6
5284	0
83953	0
79098	169
55432	865
5208	866
725	12
722	0
1604	1528
1380	0
1378	0
1379	0
4179	3927
947	3
5362	48
642587	0
57172	4
3914	565
50486	0
3290	5
80342	0
148304	80
3664	1
27042	576
255928	141
56256	98
55733	268
3756	15
55758	587
7188	184
343035	0
7779	355
4751	568
9926	531
25896	347
51514	758
5525	731
55248	291
29937	1231
467	164
149647	0
55509	9
25936	547
128387	208
149643	1
28982	307
79805	32
90806	277
26750	466
5629	0
56950	579
5784	1156
1063	3582
3776	65
51133	1145
7399	20
2104	20
55105	234
128153	16
51018	366
7042	3989
127018	599
55532	0
2058	3053
10380	471
55699	2550
25782	1027
4139	238
79762	313
54996	215
64757	528
3142	18
11221	601
79802	7
9015	86
375056	1469
64853	889
148362	967
400823	3
84976	126
7100	0
55061	0
164127	0
388743	1
824	10925
7159	1791
23219	652
8560	1520
4931	358
29097	954
80232	1945
149111	36
127602	145
3930	1281
55740	3264
6726	3251
2052	926
9725	602
10637	0
29920	718
7044	3
163859	207
3020	3702
64746	1207
83881	0
286826	169
142	2285
375057	0
3707	1104
5664	174
56997	350
8476	974
339500	123
65094	316
116841	487
339501	0
7483	70
89780	0
375	5581
79169	279
128308	360
2987	2068
57165	63
200205	117
84033	1467
81559	583
51127	7
8290	0
92815	220
128312	6
149603	3004
100129094	0
58480	4
5867	670
10638	0
126731	412
58	5
55746	1069
23456	380
27097	333
9816	245
2590	6505
79605	1
22796	389
183	14
10753	1
84886	397
79573	271
64801	419
375061	0
440730	0
149373	0
128061	183
8443	842
149371	265
83932	232
54583	1524
7257	849
27185	145
57568	60
54627	87
84284	791
80003	469
84451	152
3775	89
148641	37
388753	229
6894	352
359948	1656
9804	5260
23029	593
51742	956
9453	638
6905	573
148789	507
2786	15
1130	1071
4811	591
7107	326
56605	91
128178	7
3964	1221
55127	1256
88	2
4548	1041
645745	0
6262	58
57829	0
1131	49
56776	159
64388	1
6000	121
2271	1736
8564	270
23596	469
1122	820
128025	4
9156	391
441925	0
440738	2
200150	63
9859	1782
10806	398
10000	1343
10472	524
200159	0
159	987
257044	15
51029	856
116228	1183
3192	7831
84288	42
55083	0
64754	309
64216	278
163882	536
51097	1470
25909	1262
57116	37
93474	44
79862	71
388759	7
7678	68
317705	0
84838	367
114548	0
127623	0
441932	0
148823	0
81472	0
81470	0
81469	0
441933	0
343169	0
26188	0
284532	0
391189	0
25893	394
343171	13
343172	0
284521	0
391190	0
391191	0
81466	0
26246	0
391192	0
127059	0
391194	0
127062	0
26245	1
391195	0
127064	1
391196	0
127066	0
127074	1
254879	0
26696	0
401992	0
343173	0
401993	0
391211	0
343563	0
127068	0
127069	0
127077	0
403244	0
403239	0
401994	0
646627	0
80851	772
79894	516
55657	337
267002	93
347688	0
10771	1652
22982	761
23185	1351
23560	1101
91734	49
3422	2601
22884	436
105	0
5214	7552
10531	1370
1316	1313
83592	0
1645	1
1646	1
8644	134
1109	0
114131	0
79861	0
10276	425
51806	0
810	0
79754	422
54906	1642
2665	5350
54522	92
84893	1161
3601	57
3559	0
84991	1171
5209	1610
5588	0
57713	34
80760	0
3698	1
22944	240
509	3016
83860	241
2625	1
10659	1687
9712	425
79746	251
254427	103
26019	953
55526	487
55176	219
11164	982
8872	1475
57118	231
83643	37
10133	2101
55388	279
221044	1
5264	510
22929	1378
222389	181
8559	320
55691	1911
83641	739
441549	31
51182	555
79723	338
64421	261
644890	3
55301	2
414149	170
221060	3
10557	294
9397	931
221061	646
8516	0
80013	540
9317	967
389941	45
6251	1300
8029	40
1787	168
7431	108427
338596	1
9200	609
8027	1292
653567	0
4360	3
221074	0
783	20
221078	114
221079	345
340895	1
84898	3581
10529	863
387638	0
399726	255
387640	36
8028	872
64215	440
340900	0
100532731	1
23412	116
648	60
9576	0
5305	1860
219681	15
22921	359
256297	0
256815	38
220213	144
56243	1110
57584	1556
56952	184
219670	2
79896	105
57512	0
53904	165
2572	0
54518	4
23590	179
10006	1007
22852	359
10730	2992
84930	616
91452	602
374308	0
22931	1377
283078	0
55130	51
143098	4
51322	2666
25805	1575
283080	0
84569	0
6840	113
57608	0
55149	291
1326	93
119180	0
220929	120
6935	636
94134	1035
3799	3788
80314	406
79741	16
3688	23585
8829	958
56288	988
8453	896
1390	229
219771	1256
219770	2
8325	88
91074	0
100288485	0
57209	356
219749	211
7581	604
7587	566
7582	542
9790	1165
5979	0
55454	373
221002	202
53828	0
3185	3994
8187	23
220992	38
7580	168
100130539	0
6387	0
643236	0
83937	314
11067	23
220979	22
7570	305
79290	0
240	94
220972	570
93550	44
253725	571
119016	74
83849	5
9721	1
5540	0
100996758	0
195977	0
728113	0
642517	20
100133093	0
644054	0
653145	2
118738	93
5949	14
2658	0
2662	0
26095	0
143162	2
5599	459
58504	98
57705	0
474354	0
196740	219
170370	0
170371	29
118461	9
644168	525
2074	1307
267004	0
1103	16
6572	0
282966	0
55753	498
8505	404
100652748	88
4477	0
8031	3607
100287932	1046
414189	137
387680	708
56624	5
259230	300
653308	8
29974	0
5592	158
23283	904
22943	929
4153	0
65217	0
100463289	0
11130	1135
253430	260
55847	420
7321	372
7019	870
80114	370
84457	0
220965	413
220963	5
100507027	0
8030	1066
288	457
983	1765
9886	717
219623	0
219621	0
84159	1283
219790	288
22891	150
84890	930
1959	11
29982	472
221037	1538
221035	1192
29119	0
347731	0
56521	5
23411	377
26091	888
84665	5
220202	0
64081	178
3189	2302
55680	488
1763	220
8034	186
80312	57
55749	1737
219736	58
79009	648
9188	2625
26128	816
5552	1
9559	1246
6832	596
80201	4700
3098	4634
6865	6
23555	206
50674	0
219738	65
1305	0
55506	135
84883	379
219743	321
56681	1943
5464	2521
64106	1
55222	509
1979	1872
4838	1
27143	126
5551	1
140766	43
219793	0
8879	612
5092	897
219699	9
55315	23
64072	4
414152	0
64115	719
5660	85909
9469	1574
9806	28
51008	520
119504	1303
54541	4589
54788	836
10367	1167
90550	981
170392	1
84647	3
5033	3155
25961	82
11319	733
317662	591
23234	739
51021	1254
118491	63
310	1637
118490	12
5532	742
159195	1694
58529	10
79933	3
729092	71
9632	2254
170384	403
118487	424
23053	1137
8509	374
818	720
414236	11
5328	756
7414	7548
26985	1365
132	578
23522	538
338599	0
51207	0
142891	552
7417	2983
118881	252
84858	566
83938	87
3778	2242
9231	1656
11128	748
6229	17568
57178	1571
10105	1296
219654	482
143244	103
729238	0
653509	0
729262	4
6441	0
80195	277
219348	7
311	3297
4143	1
143241	0
84332	0
84293	2214
81619	1787
387694	0
10718	120
27069	3920
387695	0
92211	17
340745	0
26103	0
5995	0
54462	837
2894	2
23063	1007
94233	0
11155	1
657	603
79812	4
6623	10
10974	5
119385	3
643161	0
2746	1972
54537	525
728118	13
9562	581
9060	2597
84896	971
100144748	28
5728	1408
55328	179
142910	1
8513	1
643414	0
643418	1
340654	0
118932	1
57559	132
59	977
355	591
9023	1
3988	2496
3433	198
3437	433
439996	1
3434	358
24138	499
387700	163
53354	290
9585	1258
3363	39
10556	644
27063	1858
84333	776
143279	212
5507	411
80351	1556
143282	19
9044	1354
22849	53
54708	918
3416	1248
3832	1379
3087	49
54536	349
340665	0
1592	1
26509	7561
55165	1516
338557	0
5950	0
5146	3
118924	579
9211	6
159371	154
51196	1066
64318	518
23232	260
3070	252
1562	0
1557	2
1559	1
1558	0
142827	2
9124	1341
10580	9
5832	1517
26123	1886
953	143
100127889	5
387707	4
54619	98
9849	336
29760	1
1791	0
93377	1
7093	1
56889	4536
118788	95
84458	472
26148	102
6585	0
84986	270
10023	30
23401	159
23223	546
5223	11399
51013	499
84287	1208
64210	1718
80019	446
26287	31
112817	216
414157	2
118812	167
55361	3041
60370	553
83742	1233
118813	526
6425	0
401647	17
55118	0
27291	248
84171	39
84795	163
3257	1424
60495	0
26507	234
2805	914
159296	0
81894	319
57089	230
1355	762
51076	182
1244	4
23268	448
1369	0
10613	1190
1147	478
55280	402
282991	769
9033	0
6319	16623
7479	2
25956	280
4714	1243
55662	1172
5076	0
55719	748
57715	259
84545	919
56652	327
84445	1713
79955	185
81855	1886
81621	40
3195	0
10660	0
8945	530
27343	424
25911	452
6468	548
2253	0
10360	409
10724	2356
30819	17
79591	527
79803	378
8861	1390
23082	742
9221	2587
83401	1
5309	0
8729	2344
4791	441
5662	4
79176	281
79004	1096
79946	128
79847	120
10121	2117
51684	377
81603	938
403	628
118980	151
54838	940
1586	0
119032	339
57412	316
54805	234
22978	1328
729020	0
9118	1
84108	254
6877	129
84833	924
22984	1102
51063	251
255022	1
119395	1
9148	0
9644	6
79991	312
9748	1288
1308	3
119392	68
80217	20
9446	1380
119391	165
85450	570
159686	20
22986	93
114815	0
7511	1346
120	594
4601	974
10285	528
1847	348
9126	1802
282996	0
27250	1593
92482	264
8036	831
150	3
57678	448
6975	0
51703	875
64429	919
143187	333
6934	415
3026	0
4892	0
840	241
79949	2
9937	263
374354	338
153	5
55088	358
56165	0
340706	1
84632	2
3983	1735
57700	785
142940	500
26033	465
2674	3633
374355	0
119548	90
5406	0
5407	0
5408	0
143379	0
259217	142
387712	35
57698	1111
11023	2
338567	0
6571	146
118987	954
2018	0
22841	402
63877	388
2834	0
143384	983
340719	164
8661	7689
404636	671
119559	293
10935	3989
2869	87
6001	406
7073	1428
9531	1675
22876	429
79892	1358
11196	1368
6144	324
196051	1541
55717	1564
2263	0
11101	576
54780	297
10579	200
118663	1
59338	431
387715	1
5654	1599
1755	1
399814	0
50624	42
196792	65
118670	0
80007	236
118672	118
64376	265
36	494
340784	0
3167	0
9184	2869
2849	0
119587	0
51363	5
4942	1496
390010	0
64077	287
9679	397
399818	274
23172	429
54764	1003
1488	1489
387718	0
26098	369
118856	3
7390	745
56647	990
55760	723
92565	63
8038	1332
118611	11
1793	1265
642938	0
594857	0
399823	0
119467	3
5791	966
4288	5012
4255	294
253738	0
10539	1440
256536	5
55844	541
664	2958
282973	6
10570	226
282974	74
80313	164
170394	129
170393	0
3632	240
84504	0
54777	51
84435	0
85442	0
8433	0
27287	0
101	4
